Date,revenue,capitalExpenditures,grossDividend,netIncome,operatingCashFlow,operatingIncome,preferredDividends,sharesOutstanding,totalEquity,stock_code
2022-12-31,203.81,18.38,0.0,1.56,-63.51,3.16,0.0,227.83,740.66,8486
2022-09-30,222.52,13.71,0.0,0.38,-50.43,2.82,0.0,227.83,745.73,8486
2022-06-30,216.59,8.4,0.0,-0.29,-46.77,1.41,0.0,227.83,742.87,8486
2022-03-31,195.86,0.86,0.0,-0.98,-19.05,-0.11,0.0,227.83,738.13,8486
2021-12-31,201.69,14.97,0.0,8.14,-116.4,8.31,0.0,227.83,739.1,8486
2021-09-30,100.31,1.46,0.0,-1.46,-69.3,-0.71,0.0,227.83,731.42,8486
2023-06-30,9.45,2.52,0.0,-7.58,-26.21,-7.49,0.0,388.06,170.56,0182
2023-03-31,10.37,1.47,0.0,-0.5,-12.04,-0.4,0.0,388.06,178.26,0182
2022-12-31,17.11,19.08,0.0,-21.54,-7.33,-21.54,0.0,127.84,130.08,0182
2022-09-30,10.09,26.42,0.0,1.51,-12.87,0.35,0.0,127.84,151.62,0182
2022-06-30,41.24,15.43,0.0,0.46,-14.53,0.58,0.0,127.84,150.11,0182
2022-03-31,21.48,13.85,0.0,-1.22,-26.64,-1.22,0.0,126.13,148.56,0182
2021-12-31,12.56,6.54,0.0,0.39,-20.48,0.91,0.0,102.71,136.96,0182
2021-09-30,12.06,12.95,0.0,-46.26,-32.7,-45.93,0.0,101.73,135.88,0182
2023-06-30,1858.05,2458.3,0.0,-313.47,-557.25,-384.06,0.0,2277.56,11962.25,5284
2023-03-31,1971.3,1107.76,0.0,-224.76,-123.62,-245.77,0.0,2277.56,11570.7,5284
2022-12-31,2068.04,4353.48,0.0,-333.64,-348.88,-438.15,0.0,2277.56,11757.9,5284
2022-09-30,2374.69,3034.21,0.0,-355.5,-108.9,-432.61,0.0,2277.56,12970.5,5284
2022-06-30,2816.87,2383.54,0.0,-145.92,213.64,-200.56,0.0,2277.56,12740.4,5284
2022-03-31,2759.48,1539.37,0.0,104.0,321.82,29.87,0.0,2277.56,12405.26,5284
2021-12-31,2684.59,472.19,888.25,168.89,1167.71,35.55,0.0,2277.56,12705.59,5284
2021-09-30,2236.65,352.26,0.0,48.84,1182.97,102.17,0.0,2277.56,12989.72,5284
2023-06-30,13.92,0.0,0.0,0.88,4.06,0.98,0.0,1018.97,78.1,8303
2023-03-31,13.91,0.07,0.0,0.9,-0.61,0.99,0.0,1018.97,77.21,8303
2022-12-31,17.09,0.07,0.0,0.2,-2.11,0.29,0.0,1018.97,76.31,8303
2022-09-30,17.84,2.56,0.0,0.52,11.85,0.61,0.0,1018.97,76.12,8303
2022-06-30,12.75,0.0,0.0,0.17,-16.48,0.28,0.0,1018.97,75.59,8303
2022-03-31,18.37,0.0,0.0,0.88,-17.89,1.02,0.0,1018.97,75.42,8303
2021-12-31,17.12,0.0,0.0,1.48,-1.01,1.6,0.0,1018.97,74.54,8303
2021-09-30,12.04,0.09,0.0,0.61,-4.83,0.74,0.0,1018.97,73.06,8303
2023-06-30,319.93,0.62,0.0,63.94,-201.73,80.74,0.0,398.38,2112.63,8621
2023-03-31,269.96,0.5,0.0,73.83,-102.85,91.1,0.0,398.38,2073.45,8621
2022-12-31,328.04,5.8,139.43,83.57,921.01,121.42,0.0,398.38,2182.86,8621
2022-09-30,310.89,5.24,0.0,74.75,639.06,103.24,0.0,398.38,2079.59,8621
2022-06-30,288.15,4.72,99.6,56.77,407.63,73.34,0.0,398.38,2131.15,8621
2022-03-31,272.09,2.17,0.0,61.53,226.81,75.91,0.0,398.38,2135.52,8621
2021-12-31,287.0,4.35,179.27,73.07,236.58,97.97,0.0,398.38,2141.02,8621
2021-09-30,308.6,2.59,0.0,105.38,265.12,131.03,0.0,398.38,2048.49,8621
2023-06-30,64.76,0.01,0.0,2.61,17.91,6.7,0.0,143.11,238.17,7085
2023-03-31,64.81,3.46,0.0,9.34,38.79,16.67,0.0,143.11,235.73,7085
2022-12-31,66.09,1.01,0.0,2.16,19.49,6.12,0.0,143.11,226.15,7085
2022-09-30,63.74,0.79,0.0,4.24,3.47,8.07,0.0,143.11,223.25,7085
2022-06-30,62.64,0.19,0.0,4.89,4.83,6.58,0.0,143.11,219.62,7085
2022-03-31,59.72,0.16,0.0,-9.24,-0.27,3.23,0.0,143.11,216.45,7085
2021-12-31,55.11,0.14,0.0,2.32,0.67,3.09,0.0,143.11,224.34,7085
2021-09-30,42.82,0.1,0.0,-4.97,-11.01,-3.77,0.0,143.11,221.85,7085
2023-06-30,38.42,1.84,0.0,2.19,9.65,3.06,0.0,3022.67,286.52,5068
2023-03-31,39.47,1.15,0.0,0.81,4.83,1.72,0.0,3022.62,285.79,5068
2022-12-31,35.9,24.96,0.0,-23.85,16.86,-21.2,0.0,3022.62,281.32,5068
2022-09-30,39.21,22.38,0.0,1.0,31.83,0.97,0.0,2980.16,305.52,5068
2022-06-30,39.35,11.0,0.0,3.35,10.52,3.62,0.0,2980.16,299.65,5068
2022-03-31,41.6,5.29,0.0,2.59,8.26,2.53,0.0,2896.55,286.05,5068
2021-12-31,42.57,58.46,0.0,3.66,6.72,5.21,0.0,2892.97,290.04,5068
2021-09-30,35.04,38.15,0.0,1.79,-20.84,2.91,0.0,2892.97,314.74,5068
2023-06-30,157.56,4.68,0.0,9.42,25.02,13.98,0.0,1069.77,520.01,5143
2023-03-31,152.83,2.14,0.0,7.5,13.34,12.87,0.0,1069.77,520.68,5143
2022-12-31,171.94,40.43,10.7,2.47,122.21,5.05,0.0,1069.77,512.72,5143
2022-09-30,170.55,37.99,0.0,8.78,97.54,11.84,0.0,1069.77,510.97,5143
2022-06-30,220.76,17.18,0.0,18.33,63.53,28.82,0.0,1069.77,512.98,5143
2022-03-31,239.52,3.32,0.0,16.09,21.03,25.56,0.0,1069.77,505.7,5143
2021-12-31,288.59,7.66,0.0,16.41,39.38,28.37,0.0,1069.77,489.81,5143
2021-09-30,192.21,1.68,10.7,14.7,38.76,22.66,0.0,1069.87,481.2,5143
2023-06-30,26.63,0.0,0.0,-2.2,-1.48,3.09,0.0,649.98,44.72,0075
2023-03-31,25.65,2.53,0.0,-6.69,4.99,-2.08,0.0,649.98,46.91,0075
2022-12-31,23.51,1.21,0.0,-3.62,15.63,1.46,0.0,593.98,41.09,0075
2022-09-30,22.01,0.54,0.0,-4.41,4.68,0.75,0.0,590.98,41.57,0075
2022-06-30,21.12,0.18,0.0,-4.47,3.06,1.24,0.0,510.98,34.05,0075
2022-03-31,19.57,2.88,0.0,0.11,0.34,6.12,0.0,464.53,27.58,0075
2021-12-31,21.18,5.61,0.0,-3.34,-3.53,1.56,0.0,464.53,28.8,0075
2021-09-30,12.15,1.17,0.0,-2.98,-0.15,0.25,0.0,431.53,23.98,0075
2023-06-30,19.77,0.14,0.0,2.38,5.95,2.59,0.0,41.58,174.0,9199
2023-03-31,16.99,0.0,0.0,2.69,3.39,3.28,0.0,41.58,171.27,9199
2022-12-31,15.93,0.85,0.0,1.87,13.98,1.64,0.0,41.58,168.04,9199
2022-09-30,19.26,0.55,0.0,2.13,3.39,2.74,0.0,41.58,165.59,9199
2022-06-30,18.49,0.41,0.0,1.76,1.85,2.23,0.0,41.58,162.94,9199
2022-03-31,16.73,0.16,0.0,1.33,0.65,1.59,0.0,41.58,160.43,9199
2021-12-31,17.16,1.12,0.0,0.86,-3.23,0.94,0.0,41.58,158.89,9199
2021-09-30,14.23,0.9,0.0,1.83,-0.1,2.32,0.0,41.58,157.87,9199
2023-04-30,3.77,11.72,0.0,-2.47,-14.77,-2.53,0.0,232.03,78.09,0103
2023-01-31,2.94,0.01,0.0,-1.32,-53.65,-1.32,0.0,231.95,80.56,0103
2022-10-31,2.87,0.0,0.0,-1.57,-52.56,-1.56,0.0,231.85,81.89,0103
2022-07-31,2.86,0.0,0.0,-1.28,-33.63,-1.28,0.0,228.71,83.45,0103
2022-04-30,3.71,0.06,0.0,-0.78,7.19,-1.3,0.0,228.69,84.74,0103
2022-01-31,4.32,0.06,0.0,-6.73,1.99,-6.63,0.0,175.88,76.23,0103
2021-10-31,3.89,0.04,0.0,-3.36,9.9,-3.27,0.0,175.88,82.95,0103
2021-07-31,3.11,0.03,0.0,-6.6,8.57,-6.53,0.0,175.88,86.31,0103
2023-03-31,29.67,5.26,0.0,3.38,0.72,7.22,0.0,263.73,399.09,1198
2022-12-31,29.54,4.3,0.0,8.44,10.9,7.22,0.0,263.73,389.43,1198
2022-09-30,36.41,2.41,0.0,3.01,2.75,5.49,0.0,263.73,380.76,1198
2022-06-30,4.97,15.0,0.0,-68.38,-101.93,-71.93,0.0,263.73,379.02,1198
2022-03-31,16.93,13.53,0.0,-83.37,-89.31,-23.64,0.0,263.73,456.71,1198
2021-12-31,27.41,4.8,0.0,8.56,-98.83,4.85,0.0,263.73,542.79,1198
2021-09-30,35.29,2.84,0.0,5.84,-94.88,8.34,0.0,263.73,536.29,1198
2021-06-30,27.23,1.05,0.0,-5.85,-55.88,-4.97,0.0,263.73,537.34,1198
2023-06-30,87.14,43.67,0.0,10.68,13.68,31.2,0.0,1590.84,767.15,0095
2023-03-31,40.88,31.17,0.0,8.22,27.82,13.43,0.0,1587.66,747.88,0095
2022-12-31,43.26,9.26,0.0,8.57,3.91,13.37,0.0,1433.32,709.89,0095
2022-09-30,30.36,8.58,0.0,7.03,5.99,10.84,0.0,1443.32,710.07,0095
2022-06-30,62.16,46.53,0.0,-2.19,30.51,12.99,0.0,1443.32,706.08,0095
2022-03-31,42.25,66.4,0.0,7.42,56.54,12.09,0.0,1443.32,793.6,0095
2021-12-31,14.62,25.65,0.0,6.69,21.89,6.33,0.0,1413.32,778.25,0095
2021-09-30,18.08,0.51,0.0,5.81,-5.4,5.46,0.0,1393.32,764.4,0095
2023-06-30,0.0,0.0,0.0,-1.57,16.62,0.17,0.0,399.15,418.37,7617
2023-03-31,0.0,0.0,0.0,-4.09,20.48,-1.9,0.0,399.15,415.54,7617
2022-12-31,81.6,56.02,0.0,3.11,-18.22,9.81,0.0,399.15,420.66,7617
2022-09-30,0.0,1.99,0.0,-3.59,-5.34,-0.37,0.0,399.15,417.83,7617
2022-06-30,3.75,1.99,0.0,46.99,-3.34,50.09,0.0,399.15,422.39,7617
2022-03-31,0.0,0.0,0.0,0.14,-9.87,2.93,0.0,399.15,381.63,7617
2021-12-31,2.5,0.0,0.0,23.14,42.17,26.6,0.0,399.15,374.75,7617
2021-09-30,0.0,0.0,0.0,-7.5,-2.38,-4.08,0.0,332.63,322.9,7617
2023-07-31,324.38,1.17,12.14,32.73,44.25,37.12,0.0,433.45,834.05,7087
2023-04-30,246.61,4.87,10.84,25.84,53.7,29.72,0.0,433.45,812.16,7087
2023-01-31,281.83,2.46,8.67,20.52,99.63,23.14,0.0,433.45,801.37,7087
2022-10-31,343.04,1.64,9.97,24.98,63.24,30.71,0.0,433.45,790.81,7087
2022-07-31,340.91,1.41,9.54,24.03,18.19,28.82,0.0,433.45,775.37,7087
2022-04-30,258.32,5.72,10.84,26.89,62.23,32.07,0.0,433.45,762.18,7087
2022-01-31,312.83,2.72,8.67,26.68,4.42,33.22,0.0,433.45,737.16,7087
2021-10-31,112.26,2.16,8.67,17.08,32.42,0.4,0.0,433.45,719.16,7087
2023-06-30,537.11,2.66,0.0,43.64,109.54,73.37,0.0,1437.18,2414.81,3859
2023-03-31,546.0,1.14,14.37,15.78,41.18,38.15,0.0,1437.18,2385.64,3859
2022-12-31,538.89,7.0,21.56,37.48,176.67,66.09,0.0,1437.18,2391.31,3859
2022-09-30,509.02,4.15,14.37,20.07,154.51,45.86,0.0,1437.18,2368.17,3859
2022-06-30,482.14,2.22,21.56,26.4,130.29,49.7,0.0,1437.18,2369.82,3859
2022-03-31,501.04,1.41,14.37,16.66,70.95,43.99,0.0,1437.18,2357.89,3859
2021-12-31,483.01,4.57,21.56,20.52,11.49,40.55,0.0,1437.18,2362.86,3859
2021-09-30,66.18,3.21,0.0,-29.91,-32.75,-17.44,0.0,1437.18,2342.42,3859
2023-06-30,644.22,198.05,0.0,50.48,582.29,87.51,0.0,2427.69,3586.96,8583
2023-03-31,643.45,138.34,0.0,50.06,220.44,88.96,0.0,2427.69,3609.04,8583
2022-12-31,670.87,151.42,0.0,46.78,715.67,82.47,0.0,2427.69,3558.68,8583
2022-09-30,671.12,111.57,0.0,47.06,462.56,94.95,0.0,2427.69,3512.33,8583
2022-06-30,542.01,96.13,0.0,43.04,145.87,73.61,0.0,2427.69,3465.13,8583
2022-03-31,433.23,12.74,0.0,43.18,17.74,69.43,0.0,2427.69,4158.74,8583
2021-12-31,537.42,268.23,40.3,40.01,163.7,63.86,0.0,2427.69,4115.54,8583
2021-09-30,364.57,233.48,0.0,40.17,-58.45,61.88,0.0,2427.69,4247.63,8583
2023-06-30,5.14,0.0,0.0,-2.58,-1.6,-1.63,0.0,284.42,201.69,8141
2023-03-31,5.4,0.0,0.0,4.53,-1.62,5.7,0.0,284.42,204.86,8141
2022-12-31,0.65,0.61,0.0,4.7,18.38,2.15,0.0,284.42,200.63,8141
2022-09-30,18.42,0.38,0.0,-10.35,-7.66,-10.36,0.0,284.42,195.79,8141
2022-06-30,1.4,0.96,0.0,-7.47,-8.65,-6.55,0.0,284.42,206.14,8141
2022-03-31,5.84,0.0,0.0,0.12,2.62,0.45,0.0,284.42,213.61,8141
2021-12-31,11.17,6.3,0.0,-8.03,4.84,1.19,0.0,284.42,213.49,8141
2021-09-30,2.55,0.31,0.0,19.5,2.35,19.92,0.0,284.42,222.88,8141
2023-06-30,2364.89,76.4,0.0,-318.73,598.15,-359.0,0.0,4886.96,5827.05,5264
2023-03-31,2285.15,48.24,0.0,-75.69,1233.32,19.46,0.0,4886.96,6241.12,5264
2022-12-31,2972.72,301.21,119.73,41.86,59.56,168.13,-47.2,4886.96,6361.07,5264
2022-09-30,3180.18,226.98,0.0,90.34,-43.53,357.17,0.0,4886.96,6451.56,5264
2022-06-30,2318.48,178.77,136.84,119.15,44.61,273.43,0.0,4886.96,6340.49,5264
2022-03-31,1883.77,158.18,0.0,50.88,-30.41,184.24,0.0,4886.96,6282.46,5264
2021-12-31,1943.72,145.01,97.74,15.08,1802.45,162.63,0.0,4886.96,6195.04,5264
2021-09-30,1583.75,131.53,0.0,67.16,675.56,205.16,0.0,4886.96,6293.45,5264
2023-06-30,302822.41,343.46,3495.7,2338.56,-5609.18,3191.85,0.0,12054.13,90255.57,1155
2023-03-31,283342.3,162.2,0.0,2265.41,10105.34,3218.03,0.0,12054.13,85878.82,1155
2022-12-31,278775.36,650.75,3616.24,2167.31,8907.69,3506.85,0.0,12054.13,85957.03,1155
2022-09-30,286357.77,372.49,0.0,2165.5,5386.27,3457.81,0.0,11976.25,84292.74,1155
2022-06-30,270957.1,200.33,3351.6,1857.25,8030.87,3510.46,0.0,11970.01,84698.35,1155
2022-03-31,272003.28,93.05,0.0,2044.89,1406.1,3318.33,0.0,11878.51,83816.05,1155
2021-12-31,258623.64,450.51,3563.55,2056.87,13078.29,3056.82,0.0,11878.51,85811.42,1155
2021-09-30,254950.11,337.94,0.0,1684.7,23894.9,3030.26,0.0,11693.34,83885.87,1155
2023-06-30,1010.51,104.98,0.0,79.55,418.35,166.88,0.0,1310.2,5950.56,3794
2023-03-31,990.71,78.12,0.0,63.28,208.91,140.38,0.0,1310.2,5866.43,3794
2022-12-31,896.97,57.24,0.0,15.26,89.45,62.16,0.0,1310.2,5795.42,3794
2022-09-30,858.85,31.78,0.0,0.95,83.4,42.05,0.0,1310.2,5779.05,3794
2022-06-30,804.76,74.52,0.0,34.13,244.24,87.99,0.0,1310.2,5775.13,3794
2022-03-31,794.89,45.26,0.0,18.24,110.0,61.84,0.0,1310.2,5738.19,3794
2021-12-31,821.05,21.12,0.0,54.92,135.24,112.48,0.0,1310.2,5719.38,3794
2021-09-30,284.58,4.86,0.0,-23.75,54.74,-28.43,0.0,1310.2,5664.17,3794
2023-06-30,752.75,20.44,0.0,-1.97,171.94,7.26,0.0,1021.25,1397.09,3662
2023-03-31,826.69,0.0,0.0,10.44,-60.55,19.05,0.0,1020.98,1371.45,3662
2022-12-31,819.56,50.0,15.3,46.87,-79.37,14.12,0.0,1020.21,1364.42,3662
2022-09-30,799.45,22.76,0.0,46.21,-259.38,41.1,0.0,1020.09,1347.36,3662
2022-06-30,661.68,13.6,15.3,31.65,-197.53,30.83,0.0,1019.9,1305.05,3662
2022-03-31,634.88,0.0,0.0,20.32,-151.66,39.15,0.0,1019.9,1257.25,3662
2021-12-31,694.69,46.61,20.4,24.03,-174.07,64.44,0.0,1019.65,1254.31,3662
2021-09-30,620.52,30.27,0.0,3.91,-252.53,33.21,0.0,1019.65,1233.49,3662
2023-06-30,97.05,60.03,0.0,-20.12,59.17,0.37,0.0,3225.82,1009.2,3891
2023-03-31,109.95,31.81,0.0,-19.0,20.44,-5.42,0.0,3225.82,63.9,3891
2022-12-31,140.34,24.25,0.0,34.81,42.67,67.06,0.0,3225.82,88.32,3891
2022-09-30,135.03,14.16,0.0,-9.33,29.65,9.74,0.0,3225.82,64.81,3891
2022-06-30,114.76,10.65,0.0,-24.53,44.24,-7.75,0.0,3149.21,60.11,3891
2022-03-31,84.3,2.47,0.0,-3.32,30.13,13.49,0.0,3050.44,79.69,3891
2021-12-31,82.01,0.73,0.0,-5.64,34.23,10.03,0.0,2932.56,80.34,3891
2021-09-30,58.21,0.29,0.0,-12.44,8.12,3.64,0.0,2932.56,84.84,3891
2023-06-30,1231.98,48.08,0.0,102.53,377.31,312.49,0.0,1668.55,7654.39,5014
2023-03-31,1034.4,30.81,0.0,58.19,31.79,205.84,0.0,1659.19,7495.76,5014
2022-12-31,1002.81,139.88,64.87,359.14,1039.86,47.25,0.0,1659.19,7426.34,5014
2022-09-30,863.61,75.07,0.0,-9.04,586.99,172.37,0.0,1659.19,7049.11,5014
2022-06-30,689.76,32.63,0.0,-58.15,170.45,99.13,0.0,1659.19,7065.53,5014
2022-03-31,570.85,6.67,0.0,-104.76,-28.21,30.46,0.0,1659.19,7137.91,5014
2021-12-31,551.34,139.43,0.0,-136.73,271.09,-79.23,0.0,1659.19,7252.5,5014
2021-09-30,461.33,59.68,0.0,-182.32,-93.57,-75.06,0.0,1659.19,7427.92,5014
2023-06-30,15615.9,36.9,0.0,83.7,-391.6,261.16,0.0,7171.48,8666.3,1171
2023-03-31,15425.29,23.72,0.0,74.13,-424.07,263.92,0.0,7171.48,8547.01,1171
2022-12-31,15710.98,52.52,609.58,200.73,988.94,355.18,0.0,7171.48,8959.19,1171
2022-09-30,13624.02,37.74,0.0,58.96,-398.86,341.16,0.0,7171.48,8582.27,1171
2022-06-30,13597.1,28.28,0.0,142.3,-596.05,376.07,0.0,7171.48,8556.33,1171
2022-03-31,14701.6,11.34,0.0,58.21,12.27,394.6,0.0,7171.48,8590.12,1171
2021-12-31,14048.8,80.49,215.15,76.46,1404.68,339.38,0.0,7171.48,8679.33,1171
2021-09-30,14223.47,46.97,0.0,-104.58,1139.41,395.85,0.0,7171.48,8857.91,1171
2023-06-30,1056.31,46.34,0.0,-388.7,-302.3,-385.32,0.0,1600.0,1329.91,5186
2023-03-31,496.23,13.79,0.0,3.54,-123.51,6.96,0.0,1600.0,1750.04,5186
2022-12-31,424.0,40.53,24.0,27.14,135.85,9.78,0.0,1600.0,1768.69,5186
2022-09-30,409.23,17.64,0.0,15.95,173.29,19.06,0.0,1600.0,1753.67,5186
2022-06-30,400.63,8.45,0.0,21.97,248.11,25.77,0.0,1600.0,1733.54,5186
2022-03-31,417.78,1.62,0.0,2.72,154.28,6.31,0.0,1600.0,1709.35,5186
2021-12-31,432.01,48.1,0.0,-107.79,-10.47,-105.01,0.0,1600.0,1706.45,5186
2021-09-30,389.29,38.85,0.0,-23.88,-93.91,-20.16,0.0,1600.0,1813.78,5186
2023-06-30,327.01,11.09,0.0,28.45,136.73,46.16,0.0,420.0,761.86,5916
2023-03-31,340.06,7.44,0.0,35.41,65.73,56.33,0.0,420.0,754.74,5916
2022-12-31,391.15,18.41,29.4,25.84,243.63,43.84,0.0,420.0,719.18,5916
2022-09-30,344.13,12.02,0.0,-31.32,127.43,-34.53,0.0,420.0,684.98,5916
2022-06-30,408.84,5.03,0.0,39.45,80.18,59.03,0.0,420.0,657.97,5916
2022-03-31,359.48,2.7,0.0,64.34,53.66,94.73,0.0,420.0,660.06,5916
2021-12-31,255.06,9.61,29.4,64.07,12.36,88.54,0.0,420.0,580.44,5916
2021-09-30,218.48,5.42,0.0,28.94,-5.4,41.26,0.0,420.0,508.29,5916
2023-06-30,464.3,2.18,0.0,1.16,30.74,7.71,0.0,677.27,864.76,5098
2023-03-31,470.03,0.84,0.0,0.65,-18.94,8.73,0.0,677.27,863.61,5098
2022-12-31,446.57,75.06,0.0,1.68,-5.51,6.32,0.0,677.27,862.96,5098
2022-09-30,437.22,45.78,0.0,2.98,-2.66,8.53,0.0,678.15,861.56,5098
2022-06-30,437.14,19.63,0.0,1.2,-44.89,8.08,0.0,678.15,858.58,5098
2022-03-31,457.36,16.7,0.0,13.21,-25.79,22.31,0.0,678.15,857.38,5098
2021-12-31,463.87,38.34,0.0,12.04,2.92,10.37,0.0,678.76,844.37,5098
2021-09-30,322.95,10.79,0.0,2.69,24.64,7.35,0.0,679.11,743.02,5098
2023-06-30,32.96,0.0,0.0,-1.53,11.83,-1.07,0.0,1000.0,510.97,5077
2023-03-31,35.09,0.0,0.0,5.35,11.62,5.97,0.0,1000.0,498.94,5077
2022-12-31,37.92,1.91,100.0,11.4,106.75,11.93,0.0,1000.0,487.05,5077
2022-09-30,38.21,0.0,0.0,12.27,80.38,12.88,0.0,1000.0,588.47,5077
2022-06-30,39.57,0.0,0.0,61.07,46.57,62.01,0.0,1000.0,564.09,5077
2022-03-31,39.08,0.0,0.0,8.44,28.01,10.22,0.0,1000.0,479.95,5077
2021-12-31,48.13,3.17,0.0,34.61,134.87,36.43,0.0,1000.0,469.02,5077
2021-09-30,58.68,0.0,0.0,113.58,108.05,116.4,0.0,1000.0,433.2,5077
2023-06-30,2.23,0.45,0.0,-11.03,-22.07,-9.98,0.0,130.21,26.79,0155
2023-03-31,0.68,0.37,0.0,-2.86,-20.32,-3.18,0.0,130.21,37.8,0155
2022-12-31,1.64,0.15,0.0,-1.23,-19.73,-1.27,0.0,130.21,40.67,0155
2022-09-30,3.81,0.1,0.0,0.85,-10.92,0.85,0.0,124.21,37.93,0155
2022-06-30,6.33,1.33,0.0,4.0,0.06,2.97,0.0,124.21,37.05,0155
2022-03-31,5.08,0.95,0.0,1.96,0.2,1.96,0.0,124.21,33.05,0155
2021-12-31,7.63,0.44,0.0,1.01,-0.53,1.01,0.0,124.21,31.09,0155
2021-09-30,9.32,0.19,0.0,0.24,-1.58,0.24,0.0,124.21,30.08,0155
2023-06-30,482.43,251.68,0.0,8.14,386.32,10.87,0.0,198.9,2014.82,3867
2023-03-31,471.86,192.76,0.0,-17.83,273.65,-9.24,0.0,198.9,2048.23,3867
2022-12-31,526.42,148.48,0.0,18.33,230.52,33.47,0.0,198.9,2042.96,3867
2022-09-30,564.02,86.47,0.0,52.7,153.57,72.09,0.0,198.9,2055.96,3867
2022-06-30,612.04,744.87,0.0,80.49,706.83,100.4,0.0,198.9,2000.21,3867
2022-03-31,611.56,635.72,49.72,81.36,617.85,111.65,0.0,198.9,1970.48,3867
2021-12-31,608.01,464.72,0.0,85.32,486.72,116.69,0.0,198.9,1874.25,3867
2021-09-30,584.53,154.55,19.9,81.68,166.27,113.51,0.0,198.9,1792.17,3867
2023-06-30,599.35,0.0,0.0,10.87,8.91,39.9,0.0,4467.51,4506.58,1651
2023-03-31,742.24,0.0,0.0,8.47,-219.34,47.93,0.0,4467.51,4539.23,1651
2022-12-31,833.94,24.72,44.68,13.02,5.7,63.04,0.0,4467.51,4531.17,1651
2022-09-30,860.02,0.0,0.0,23.7,-316.89,78.81,0.0,4467.51,4518.53,1651
2022-06-30,700.39,0.0,0.0,14.1,-16.4,53.65,0.0,4467.51,4494.76,1651
2022-03-31,810.71,0.0,0.0,14.03,-53.65,52.33,0.0,4467.51,4526.44,1651
2021-12-31,858.12,14.71,44.68,75.21,-193.06,138.97,0.0,4467.51,4512.68,1651
2021-09-30,137.88,0.0,0.0,-32.16,-150.11,-16.51,0.0,4467.51,4444.56,1651
2023-06-30,1.01,0.12,0.0,-1.31,-1.27,-0.93,0.0,75.0,172.69,4936
2023-03-31,0.97,0.12,0.0,0.19,-0.28,0.21,0.0,75.0,174.0,4936
2022-12-31,4.03,0.12,0.0,5.91,0.52,5.92,0.0,75.0,173.81,4936
2022-09-30,0.32,0.12,0.0,-2.09,-0.49,-2.08,0.0,75.0,167.9,4936
2022-06-30,0.31,0.0,0.0,-1.32,0.33,-1.18,0.0,75.0,169.99,4936
2022-03-31,0.25,0.0,0.0,0.38,-1.5,0.46,0.0,75.0,171.31,4936
2021-12-31,1.31,0.0,0.0,-3.52,-0.96,-3.51,0.0,75.0,170.93,4936
2021-09-30,0.92,0.0,0.0,2.15,-0.4,2.16,0.0,75.0,174.45,4936
2023-06-30,275.7,0.88,0.0,-68.37,-194.64,-33.92,0.0,528.14,918.91,6181
2023-03-31,276.31,0.59,0.0,0.75,-127.29,20.72,0.0,528.14,987.28,6181
2022-12-31,151.11,0.42,0.0,-7.37,17.39,22.0,0.0,528.14,986.53,6181
2022-09-30,128.68,0.21,0.0,-9.66,17.9,23.95,0.0,528.14,993.89,6181
2022-06-30,194.48,2.04,0.0,59.82,254.26,101.11,0.0,528.14,1003.56,6181
2022-03-31,119.04,0.94,0.0,9.42,193.67,23.94,0.0,528.14,943.74,6181
2021-12-31,152.55,0.1,0.0,6.23,163.7,24.24,0.0,528.14,934.31,6181
2021-09-30,179.17,0.03,0.0,0.76,38.88,11.66,0.0,528.14,928.08,6181
2023-06-30,4.42,1.04,0.0,-3.19,-4.39,-3.17,0.0,861.37,70.7,0156
2023-03-31,4.41,0.37,0.0,-3.28,-2.48,-3.31,0.0,861.37,73.5,0156
2022-12-31,4.35,9.0,0.0,-3.67,-5.83,-3.82,0.0,861.37,76.8,0156
2022-09-30,4.99,7.78,0.0,-2.34,-3.59,-2.34,0.0,861.37,78.59,0156
2022-06-30,4.09,7.25,0.0,-2.84,-4.45,-2.59,0.0,861.37,80.81,0156
2022-03-31,4.61,1.26,0.0,-1.84,-2.1,-1.41,0.0,861.37,83.77,0156
2021-12-31,9.88,5.13,0.0,0.91,-16.31,0.01,0.0,861.37,85.41,0156
2021-09-30,3.82,5.27,0.0,0.11,3.95,0.14,0.0,861.37,82.95,0156
2023-02-28,41.35,0.33,0.0,0.46,-5.62,0.83,0.0,319.98,20.94,03015
2022-09-30,36.54,0.99,0.0,1.8,-3.25,2.27,0.0,319.98,20.49,03015
2022-03-31,33.9,0.14,0.0,-0.56,-0.68,-0.2,0.0,319.98,18.69,03015
2021-09-30,33.94,0.07,0.0,0.63,1.71,1.54,0.0,319.98,19.24,03015
2021-03-31,39.57,0.05,0.0,0.74,0.72,1.43,0.0,319.98,18.61,03015
2020-09-30,34.57,0.17,0.0,-2.48,-5.18,-1.82,0.0,319.98,18.67,03015
2020-03-31,36.15,0.09,0.0,-0.97,-3.08,-0.49,0.0,319.98,21.15,03015
2019-09-30,38.63,0.24,0.0,-0.37,3.13,0.11,0.0,319.98,22.11,03015
2023-06-30,59.71,2.03,0.0,15.53,-26.2,-2.99,0.0,216.26,1219.79,1058
2023-03-31,98.46,0.66,0.0,13.55,-50.75,40.6,0.0,216.26,1209.76,1058
2022-12-31,425.25,4.13,15.14,-6.5,26.21,-22.18,0.0,216.26,955.25,1058
