stock_code,rEPS,rDPS,rROE,rOM,rPR,rFCF,rDate,rPE,rDY,rClass
5250,0.083,0.0,0.854,0.068,0.0,831.43,2022-09-30,18.706,0.0,D
5250,0.06,0.0,0.553,0.056,0.0,972.77,2022-12-31,32.386,0.0,D
5250,0.052,0.0,0.448,0.049,0.0,872.4,2023-03-31,39.208,0.0,D
5250,0.052,0.0,0.441,0.048,0.0,764.72,2023-06-30,38.571,0.0,D
7167,0.105,0.045,0.084,0.088,0.428,-9.04,2022-09-30,12.855,0.033,C
7167,0.109,0.04,0.085,0.087,0.369,-112.05,2022-12-31,12.439,0.03,C
7167,0.118,0.035,0.091,0.092,0.296,-63.64,2023-03-31,11.078,0.027,C
7167,0.111,0.02,0.085,0.091,0.18,-25.27,2023-06-30,11.394,0.016,D
7086,-0.002,0.0,-0.015,-0.159,-0.0,1.74,2022-09-30,-48.172,0.0,D
7086,0.0,0.0,0.002,0.016,0.0,2.41,2022-12-31,508.95,0.0,D
7086,0.001,0.0,0.003,0.029,0.0,2.2,2023-03-31,235.625,0.0,D
7086,0.001,0.0,0.007,0.052,0.0,2.26,2023-06-30,109.2,0.0,D
5198,0.017,0.0,0.019,0.08,0.0,-55.48,2022-09-30,23.429,0.0,D
5198,-0.012,0.0,-0.013,0.027,-0.0,-79.76,2022-12-31,-36.682,0.0,D
5198,-0.017,0.0,-0.019,0.034,-0.0,-101.28,2023-03-31,-24.118,0.0,D
5198,-0.031,0.0,-0.035,0.02,-0.0,-154.17,2023-06-30,-10.323,0.0,D
03028,0.014,0.0,0.162,0.002,0.0,-0.58,2021-12-31,25.002,0.0,D
03028,0.008,0.0,0.091,0.002,0.0,6.47,2022-06-30,44.685,0.0,D
03028,0.001,0.0,0.012,0.001,0.0,8.75,2022-12-31,362.105,0.0,D
03028,-0.001,0.0,-0.008,0.001,-0.0,24.17,2023-06-30,-525.053,0.0,D
7131,-0.006,0.0,-0.019,-0.308,-0.0,-21.65,2022-09-30,-35.155,0.0,D
7131,-0.004,0.0,-0.012,-0.159,-0.0,-29.0,2022-12-31,-52.675,0.0,D
7131,0.001,0.0,0.002,0.086,0.0,-35.3,2023-03-31,257.371,0.0,D
7131,0.004,0.0,0.013,0.12,0.0,-46.82,2023-06-30,63.61,0.0,D
0218,0.023,0.0,0.095,0.054,0.0,1.54,2022-08-31,8.937,0.0,D
0218,0.019,0.0,0.074,0.048,0.0,-1.18,2022-11-30,10.972,0.0,D
0218,0.017,0.0,0.065,0.045,0.0,-4.44,2023-02-28,13.616,0.0,D
0218,0.011,0.0,0.042,0.038,0.0,-3.68,2023-05-31,19.246,0.0,D
0122,-0.053,0.0,-0.41,-0.987,-0.0,-13.41,2022-09-30,-1.8,0.0,D
0122,-0.079,0.0,-0.668,-0.944,-0.0,-13.1,2022-12-31,-0.952,0.0,D
0122,-0.081,0.0,-0.759,-1.158,-0.0,-12.63,2023-03-31,-2.768,0.0,D
0122,-0.082,0.0,-0.861,-1.325,-0.0,-12.39,2023-06-30,-2.495,0.0,D
1481,-0.006,0.0,-0.015,0.068,-0.0,-154.39,2022-09-30,-8.856,0.0,D
1481,-0.024,0.0,-0.078,-0.143,-0.0,-147.54,2022-12-31,-7.218,0.0,D
1481,-0.018,0.0,-0.068,-0.111,-0.0,-131.34,2023-03-31,-7.687,0.0,D
1481,-0.014,0.0,-0.063,-0.094,-0.0,-88.93,2023-06-30,-10.03,0.0,D
5281,0.002,0.0,0.003,0.013,0.0,52.43,2022-09-30,161.123,0.0,D
5281,-0.048,0.0,-0.112,-0.015,-0.0,31.28,2022-12-31,-5.173,0.0,D
5281,-0.044,0.0,-0.104,-0.008,-0.0,13.41,2023-03-31,-5.376,0.0,D
5281,-0.042,0.0,-0.104,-0.0,-0.0,7.28,2023-06-30,-8.503,0.0,D
9148,-0.024,0.0,-0.064,-0.074,-0.0,-15.8,2022-09-30,-27.54,0.0,D
9148,-0.034,0.0,-0.092,-0.044,-0.0,-7.94,2022-12-31,-19.135,0.0,D
9148,-0.035,0.0,-0.095,-0.043,-0.0,-7.85,2023-03-31,-20.159,0.0,D
9148,-0.038,0.0,-0.105,-0.049,-0.0,-6.99,2023-06-30,-17.004,0.0,D
7191,0.019,0.0,0.042,-0.032,0.0,-27.01,2022-09-30,24.755,0.0,D
7191,-0.034,0.0,-0.077,-0.078,-0.0,-11.19,2022-12-31,-19.433,0.0,D
7191,-0.044,0.0,-0.102,-0.12,-0.0,-22.92,2023-03-31,-13.495,0.0,D
7191,-0.061,0.0,-0.146,-0.245,-0.0,-35.43,2023-06-30,-8.79,0.0,D
7146,-0.03,0.0,-0.63,-0.519,-0.0,-70.57,2022-09-30,-0.669,0.0,D
7146,-0.026,0.0,-0.624,-0.478,-0.0,-71.12,2022-12-31,-0.972,0.0,D
7146,-0.01,0.0,-0.247,-0.165,-0.0,-71.1,2023-03-31,-1.556,0.0,D
7146,-0.007,0.0,-0.198,-0.122,-0.0,-43.42,2023-06-30,-2.026,0.0,D
0181,0.019,0.0,0.068,0.198,0.0,-97.62,2022-09-30,20.138,0.0,D
0181,0.005,0.0,0.017,0.091,0.0,-102.18,2022-12-31,96.026,0.0,D
0181,-0.009,0.0,-0.033,-0.057,-0.0,-88.6,2023-03-31,-39.978,0.0,D
0181,-0.022,0.0,-0.081,-0.303,-0.0,-71.11,2023-06-30,-14.183,0.0,D
6599,0.112,0.03,0.089,0.093,0.268,1650.16,2022-09-30,12.23,0.022,C
6599,0.079,0.04,0.062,0.078,0.505,1604.76,2022-12-31,17.293,0.029,C
6599,0.086,0.04,0.067,0.076,0.463,1625.06,2023-03-31,15.043,0.031,C
6599,0.074,0.04,0.058,0.066,0.539,1263.46,2023-06-30,17.646,0.031,C
5139,1.432,0.485,0.159,0.55,0.339,2052.84,2022-08-31,9.848,0.034,C
5139,1.354,0.485,0.145,0.494,0.358,998.68,2022-11-30,9.497,0.038,C
5139,1.636,0.495,0.17,0.526,0.303,-65.84,2023-02-28,7.335,0.041,C
5139,1.386,0.495,0.141,0.462,0.357,-373.19,2023-05-31,8.222,0.043,C
5185,0.638,0.124,0.134,0.012,0.194,8503.03,2022-09-30,3.12,0.062,C
5185,0.54,0.31,0.113,0.012,0.575,7013.4,2022-12-31,3.761,0.153,C
5185,0.533,0.305,0.112,0.012,0.571,2700.04,2023-03-31,3.768,0.152,C
5185,0.51,0.3,0.106,0.011,0.588,2489.17,2023-06-30,3.689,0.159,C
7145,0.108,0.0,0.061,0.121,0.0,-54.09,2022-09-30,3.066,0.0,D
7145,-0.565,0.0,-0.423,-0.36,-0.0,-71.4,2022-12-31,-0.363,0.0,D
7145,-0.514,0.0,-0.563,-0.517,-0.0,-60.33,2023-03-31,-0.195,0.0,D
7145,-0.54,0.0,-0.745,-0.91,-0.0,-40.48,2023-06-30,-0.056,0.0,D
0258,0.023,0.0,0.194,0.272,0.0,10.65,2023-06-30,24.536,0.0,D
7315,-0.026,0.0,-0.296,-0.897,-0.0,-34.47,2022-09-30,-4.261,0.0,D
7315,-0.025,0.0,-0.306,-0.792,-0.0,-33.27,2022-12-31,-4.777,0.0,D
7315,-0.028,0.0,-0.376,-0.911,-0.0,-26.4,2023-03-31,-3.708,0.0,D
7315,-0.044,0.0,-0.629,-1.084,-0.0,-26.35,2023-06-30,-3.559,0.0,D
7078,-0.163,0.0,-0.402,-0.155,-0.0,47.47,2022-09-30,-1.072,0.0,D
7078,-0.215,0.0,-0.601,-0.275,-0.0,57.27,2022-12-31,-0.767,0.0,D
7078,-0.177,0.0,-0.564,-0.254,-0.0,217.2,2023-03-31,-0.707,0.0,D
7078,-0.139,0.0,-0.514,-0.124,-0.0,269.71,2023-06-30,-1.578,0.0,D
0209,0.01,0.0,0.143,0.174,0.0,44.87,2022-09-30,14.312,0.0,D
0209,0.009,0.0,0.12,0.185,0.0,74.52,2022-12-31,15.916,0.0,D
0209,0.008,0.0,0.093,0.161,0.0,64.52,2023-03-31,22.024,0.0,D
0209,0.007,0.0,0.087,0.16,0.0,51.66,2023-06-30,21.702,0.0,D
5238,79.502,0.0,-3.726,75.024,0.0,-120.8,2022-09-30,0.005,0.0,D
5238,80.624,0.0,-68.921,54.12,0.0,5.53,2022-12-31,0.007,0.0,D
5238,0.371,0.0,-0.347,-0.426,0.0,57.88,2023-03-31,3.393,0.0,D
5238,1.92,0.0,-3.608,0.171,0.0,197.94,2023-06-30,0.953,0.0,D
2658,-0.083,0.085,-0.01,-0.008,-1.02,-246.8,2022-09-30,-138.389,0.007,D
2658,-0.214,0.085,-0.026,-0.021,-0.397,-301.06,2022-12-31,-61.033,0.007,D
2658,0.452,0.091,0.054,0.032,0.201,-294.68,2023-03-31,35.343,0.006,D
2658,0.667,0.091,0.078,0.06,0.136,-239.84,2023-06-30,22.281,0.006,D
7609,0.081,0.0,0.062,0.105,0.0,-24.86,2022-08-31,13.415,0.0,D
7609,0.102,0.0,0.076,0.124,0.0,-35.01,2022-11-30,17.085,0.0,D
7609,0.245,0.0,0.174,0.253,0.0,25.29,2023-02-28,6.566,0.0,D
7609,0.254,0.0,0.172,0.265,0.0,91.13,2023-05-31,5.633,0.0,D
5116,0.106,0.078,0.082,0.707,0.738,173.95,2022-09-30,11.164,0.066,C
5116,0.081,0.081,0.063,0.545,0.999,174.24,2022-12-31,15.034,0.066,D
5116,0.078,0.081,0.061,0.515,1.034,181.25,2023-03-31,16.977,0.061,D
5116,0.072,0.08,0.056,0.48,1.113,175.41,2023-06-30,17.688,0.063,D
5115,-0.12,0.0,-20.236,-0.625,-0.0,-70.44,2022-09-30,-0.249,0.0,D
5115,-0.03,0.0,1.569,-0.083,-0.0,-54.14,2022-12-31,-0.836,0.0,D
5115,-0.031,0.0,0.693,-0.096,-0.0,-38.41,2023-03-31,-1.305,0.0,D
5115,0.011,0.0,-0.259,0.043,0.0,-14.39,2023-06-30,2.318,0.0,D
2674,0.521,0.0,0.377,0.099,0.0,35.19,2022-09-30,1.555,0.0,D
2674,0.577,0.0,0.38,0.106,0.0,242.5,2022-12-31,1.594,0.0,B
2674,0.468,0.0,0.287,0.093,0.0,274.67,2023-03-31,1.976,0.0,D
2674,0.347,0.0,0.203,0.077,0.0,257.11,2023-06-30,2.395,0.0,D
0079,-0.019,0.0,-0.881,-2.979,-0.0,-19.11,2022-09-30,-1.331,0.0,D
0079,-0.0,0.0,-0.018,0.014,-0.0,-17.11,2022-12-31,-76.819,0.0,D
0079,-0.0,0.0,-0.012,0.028,-0.0,-15.43,2023-03-31,-94.92,0.0,D
0079,0.0,0.0,0.022,0.118,0.0,-13.12,2023-06-30,52.936,0.0,D
2488,0.403,0.222,0.097,0.025,0.55,609.72,2022-09-30,8.749,0.063,C
2488,0.42,0.222,0.101,0.026,0.528,3847.58,2022-12-31,8.731,0.06,C
2488,0.438,0.22,0.104,0.026,0.502,6378.71,2023-03-31,7.765,0.065,C
2488,0.398,0.22,0.093,0.025,0.553,4474.17,2023-06-30,8.366,0.066,C
1163,2.593,1.346,0.11,0.102,0.519,1736.57,2022-09-30,5.129,0.101,C
1163,2.657,0.342,0.112,0.106,0.129,2308.79,2022-12-31,5.329,0.024,C
1163,3.058,0.342,0.124,0.138,0.112,2206.53,2023-03-31,4.493,0.025,C
1163,3.452,0.342,0.133,0.161,0.099,1800.71,2023-06-30,4.143,0.024,D
03051,-0.072,0.0,-0.306,-0.962,-0.0,-13.08,2023-06-30,-43.217,0.0,D
5269,0.007,0.034,0.007,0.057,4.888,95.15,2022-09-30,61.471,0.08,D
5269,0.113,0.053,0.109,0.919,0.47,109.42,2022-12-31,3.28,0.143,C
5269,0.111,0.052,0.105,0.88,0.469,111.23,2023-03-31,4.371,0.107,C
5269,0.109,0.051,0.101,0.848,0.469,111.95,2023-06-30,4.138,0.113,C
5127,0.035,0.039,0.027,0.256,1.102,133.61,2022-09-30,16.985,0.065,D
5127,0.021,0.034,0.017,0.196,1.587,125.56,2022-12-31,27.263,0.058,D
5127,0.02,0.034,0.015,0.184,1.724,123.97,2023-03-31,28.104,0.061,D
5127,0.012,0.018,0.01,0.132,1.413,120.84,2023-06-30,37.332,0.038,D
5293,0.13,0.025,0.116,0.253,0.192,-217.38,2022-09-30,10.82,0.018,D
5293,0.128,0.025,0.111,0.239,0.195,-151.96,2022-12-31,9.675,0.02,C
5293,0.159,0.03,0.133,0.318,0.189,-73.1,2023-03-31,8.38,0.023,C
5293,0.186,0.03,0.149,0.312,0.161,49.92,2023-06-30,7.109,0.023,C
5120,0.004,0.0,0.003,0.293,0.0,121.14,2022-09-30,91.182,0.0,D
5120,0.0,0.0,0.0,0.283,0.0,128.67,2022-12-31,24367.2,0.0,D
5120,0.021,0.0,0.018,0.44,0.0,135.27,2023-03-31,15.952,0.0,D
5120,0.018,0.0,0.016,0.439,0.0,135.91,2023-06-30,18.135,0.0,D
03011,0.037,0.0,0.325,0.115,0.0,9.27,2021-09-30,6.093,0.0,D
03011,0.059,0.0,0.456,0.149,0.0,25.07,2022-03-31,5.465,0.0,D
03011,0.066,0.0,0.457,0.151,0.0,19.51,2022-09-30,6.778,0.0,D
03011,0.057,0.0,0.362,0.133,0.0,12.85,2023-03-31,7.331,0.0,D
1015,0.498,0.0,0.098,0.015,0.0,3362.14,2022-09-30,7.825,0.0,D
1015,0.513,0.0,0.099,0.014,0.0,2420.86,2022-12-31,8.067,0.0,D
1015,0.524,0.123,0.099,0.012,0.234,8899.02,2023-03-31,7.153,0.033,C
1015,0.512,0.123,0.095,0.011,0.24,5487.48,2023-06-30,7.069,0.034,C
7031,0.036,0.0,0.053,0.082,0.0,-6.78,2022-08-31,18.578,0.0,D
7031,0.022,0.0,0.032,0.057,0.0,-9.16,2022-11-30,39.08,0.0,D
7031,0.027,0.0,0.039,0.066,0.0,-5.78,2023-02-28,30.984,0.0,D
7031,0.028,0.0,0.04,0.068,0.0,0.74,2023-05-31,22.224,0.0,D
6351,0.333,0.24,0.242,0.049,0.721,198.86,2022-09-30,15.013,0.048,C
6351,0.468,0.24,0.326,0.068,0.513,72.6,2022-12-31,10.691,0.048,C
6351,0.464,0.19,0.319,0.069,0.41,86.1,2023-03-31,11.25,0.036,C
6351,0.481,0.14,0.325,0.072,0.291,199.34,2023-06-30,11.086,0.026,C
7083,0.208,0.0,0.073,0.297,0.0,-3.46,2022-07-31,6.679,0.0,D
7083,0.196,0.0,0.068,0.273,0.0,-11.17,2022-10-31,7.354,0.0,D
7083,0.11,0.0,0.038,0.165,0.0,-1.17,2023-01-31,13.195,0.0,D
7083,0.214,0.0,0.072,0.245,0.0,7.88,2023-04-30,6.791,0.0,D
0048,-0.004,0.0,-0.077,0.021,-0.0,16.96,2022-08-31,-34.001,0.0,D
0048,-0.005,0.0,-0.111,-0.001,-0.0,11.34,2022-11-30,-22.398,0.0,D
0048,-0.005,0.0,-0.103,0.004,-0.0,2.46,2023-02-28,-33.345,0.0,D
0048,-0.001,0.0,-0.018,0.054,-0.0,-7.48,2023-05-31,-168.143,0.0,D
4758,0.098,0.0,0.211,0.05,0.0,11.02,2022-08-31,9.482,0.0,D
4758,0.104,0.0,0.227,0.052,0.0,68.86,2022-11-30,9.155,0.0,D
4758,0.1,0.0,0.209,0.051,0.0,116.69,2023-02-28,11.673,0.0,D
4758,0.085,0.0,0.126,0.044,0.0,208.81,2023-05-31,11.443,0.0,D
0226,-0.058,0.0,-0.335,-0.151,-0.0,-23.71,2022-08-31,-2.828,0.0,D
0226,-0.055,0.0,-0.341,-0.136,-0.0,-20.52,2022-11-30,-2.645,0.0,D
0226,-0.051,0.0,-0.343,-0.125,-0.0,-10.66,2023-02-28,-3.736,0.0,D
0226,-0.044,0.0,-0.318,-0.095,-0.0,11.98,2023-05-31,-4.233,0.0,D
6556,-0.09,0.061,-0.037,-0.022,-0.671,-350.82,2022-09-30,-10.035,0.067,D
6556,-0.238,0.0,-0.102,-0.055,-0.0,-388.17,2022-12-31,-4.588,0.0,D
6556,-0.333,0.0,-0.149,-0.078,-0.0,-414.06,2023-03-31,-3.812,0.0,D
6556,-0.392,0.0,-0.183,-0.095,-0.0,-443.19,2023-06-30,-2.625,0.0,D
5082,0.752,0.0,0.593,0.232,0.0,-6.48,2022-03-31,0.897,0.0,D
5082,0.692,0.0,0.495,0.203,0.0,-8.21,2022-06-30,0.578,0.0,D
5082,0.392,0.0,0.271,0.134,0.0,-11.09,2022-09-30,0.817,0.0,D
5082,0.261,0.0,0.179,0.096,0.0,-13.43,2022-12-31,1.224,0.0,D
5568,0.077,0.0,0.055,0.109,0.0,36.56,2022-09-30,16.135,0.0,D
5568,0.108,0.0,0.077,0.147,0.0,21.9,2022-12-31,13.953,0.0,D
5568,0.094,0.0,0.067,0.133,0.0,17.76,2023-03-31,14.166,0.0,D
5568,0.073,0.0,0.053,0.112,0.0,17.4,2023-06-30,33.77,0.0,D
5088,0.032,0.0,0.02,0.254,0.0,-9.48,2022-09-30,31.175,0.0,D
5088,0.03,0.0,0.019,0.182,0.0,-134.42,2022-12-31,39.274,0.0,D
5088,0.029,0.0,0.018,0.167,0.0,-149.23,2023-03-31,41.418,0.0,D
5088,0.032,0.0,0.02,0.18,0.0,-174.66,2023-06-30,36.395,0.0,D
7090,0.121,0.08,0.169,0.1,0.659,58.24,2022-09-30,17.353,0.038,C
7090,0.141,0.02,0.192,0.104,0.142,49.14,2022-12-31,16.636,0.009,D
7090,0.153,0.02,0.202,0.108,0.131,58.7,2023-03-31,17.795,0.007,D
7090,0.58,0.0,0.652,0.11,0.0,75.91,2023-06-30,4.089,0.0,B
5015,0.178,0.14,0.027,0.038,0.789,25.85,2022-09-30,9.969,0.079,D
5015,0.135,0.14,0.02,0.025,1.036,143.44,2022-12-31,13.551,0.076,D
5015,0.148,0.14,0.022,0.028,0.947,185.87,2023-03-31,13.877,0.068,D
5015,0.147,0.07,0.022,0.027,0.477,210.11,2023-06-30,13.964,0.034,C
6432,0.287,0.0,0.099,0.125,0.0,16.15,2022-10-31,13.293,0.0,D
6432,0.358,0.0,0.123,0.138,0.0,40.44,2023-01-31,11.357,0.0,D
6432,0.396,0.0,0.134,0.155,0.0,77.26,2023-04-30,10.114,0.0,D
6432,0.434,0.0,0.145,0.17,0.0,83.99,2023-07-31,9.862,0.0,D
0119,0.001,0.0,0.043,0.019,0.0,2.22,2022-09-30,71.44,0.0,D
0119,0.001,0.0,0.049,0.018,0.0,-1.07,2022-12-31,94.551,0.0,D
0119,0.001,0.0,0.064,0.027,0.0,-1.16,2023-03-31,78.588,0.0,D
0119,0.002,0.0,0.089,0.04,0.0,3.41,2023-06-30,51.73,0.0,D
7214,0.105,0.0,0.119,0.033,0.0,-4.84,2022-07-31,4.949,0.0,D
7214,0.104,0.0,0.115,0.034,0.0,-6.53,2022-10-31,5.061,0.0,D
7214,0.094,0.0,0.103,0.034,0.0,-4.15,2023-01-31,6.363,0.0,D
7214,0.082,0.0,0.088,0.032,0.0,42.68,2023-04-30,6.46,0.0,D
7181,0.036,0.0,0.111,0.087,0.0,-64.63,2022-09-30,3.018,0.0,D
7181,0.021,0.0,0.066,0.071,0.0,-104.95,2022-12-31,6.08,0.0,D
7181,0.008,0.0,0.025,0.076,0.0,-123.75,2023-03-31,13.823,0.0,D
7181,0.016,0.0,0.05,0.052,0.0,-153.37,2023-06-30,5.972,0.0,D
7007,-0.026,0.0,-0.134,-0.413,-0.0,-5.74,2022-09-30,-11.348,0.0,D
7007,-0.019,0.0,-0.101,-0.252,-0.0,-6.21,2022-12-31,-14.693,0.0,D
7007,-0.012,0.0,-0.062,-0.111,-0.0,-7.05,2023-03-31,-20.371,0.0,D
7007,-0.011,0.0,-0.058,-0.081,-0.0,-4.94,2023-06-30,-21.808,0.0,D
0038,-0.001,0.0,-0.005,0.012,-0.0,-14.17,2022-09-30,-784.278,0.0,D
0038,0.004,0.0,0.024,0.027,0.0,-14.21,2022-12-31,199.698,0.0,D
0038,0.008,0.0,0.052,0.079,0.0,-15.3,2023-03-31,93.094,0.0,D
0038,-0.034,0.0,-0.23,-0.162,-0.0,-28.53,2023-06-30,-23.372,0.0,D
0068,-0.018,0.0,-0.321,-1.122,-0.0,-41.08,2022-09-30,-3.616,0.0,D
0068,-0.018,0.0,-0.359,-1.106,-0.0,-37.93,2022-12-31,-5.146,0.0,D
0068,-0.004,0.0,-0.077,-0.393,-0.0,-29.73,2023-03-31,-9.196,0.0,D
0068,-0.004,0.0,-0.06,-0.285,-0.0,-21.53,2023-06-30,-8.354,0.0,D
7722,0.082,0.0,0.083,0.138,0.0,76.44,2022-09-30,6.968,0.0,D
7722,0.063,0.0,0.063,0.112,0.0,55.52,2022-12-31,8.711,0.0,D
7722,0.052,0.0,0.052,0.1,0.0,27.9,2023-03-31,10.575,0.0,D
7722,0.039,0.0,0.038,0.078,0.0,19.19,2023-06-30,12.911,0.0,D
7129,0.174,0.02,0.047,0.108,0.118,47.8,2022-09-30,9.83,0.012,D
7129,0.167,0.02,0.045,0.129,0.123,76.67,2022-12-31,10.422,0.012,D
7129,0.162,0.035,0.043,0.151,0.215,126.47,2023-03-31,10.774,0.02,D
7129,0.203,0.035,0.053,0.172,0.172,137.62,2023-06-30,8.719,0.02,D
0159,0.023,0.0,0.724,0.625,0.0,-7.89,2022-09-30,7.056,0.0,D
0159,0.01,0.0,0.297,0.334,0.0,-7.25,2022-12-31,14.502,0.0,D
0159,0.01,0.0,0.279,0.394,0.0,-4.89,2023-03-31,12.931,0.0,D
0159,0.006,0.0,0.148,0.294,0.0,-1.86,2023-06-30,21.739,0.0,D
0105,-0.013,0.0,-0.072,-0.096,-0.0,-55.35,2022-09-30,-8.207,0.0,D
0105,-0.011,0.0,-0.063,-0.086,-0.0,-67.49,2022-12-31,-10.395,0.0,D
0105,-0.012,0.0,-0.079,-0.085,-0.0,-61.67,2023-03-31,-8.16,0.0,D
0105,-0.009,0.0,-0.06,-0.048,-0.0,-57.8,2023-06-30,-10.801,0.0,D
4057,-0.002,0.0,-0.003,0.131,-0.0,-46.06,2022-09-30,-44.549,0.0,D
4057,-0.002,0.0,-0.002,0.12,-0.0,-51.19,2022-12-31,-69.542,0.0,D
4057,0.004,0.0,0.006,0.177,0.0,-78.61,2023-03-31,27.525,0.0,D
4057,0.006,0.0,0.008,0.166,0.0,-68.76,2023-06-30,15.69,0.0,D
7162,0.098,0.0,0.099,0.106,0.0,-255.87,2022-07-31,5.088,0.0,D
7162,0.077,0.0,0.077,0.08,0.0,-174.61,2022-10-31,5.808,0.0,D
7162,0.062,0.0,0.06,0.067,0.0,-18.87,2023-01-31,8.612,0.0,D
7162,0.064,0.0,0.061,0.07,0.0,131.34,2023-04-30,8.023,0.0,D
7054,-0.009,0.0,-0.033,-0.249,-0.0,16.71,2022-09-30,-11.282,0.0,D
7054,-0.006,0.0,-0.021,-0.058,-0.0,6.4,2022-12-31,-21.119,0.0,D
7054,-0.008,0.0,-0.029,-0.226,-0.0,2.44,2023-03-31,-15.119,0.0,D
7054,-0.008,0.0,-0.031,-0.279,-0.0,-6.43,2023-06-30,-13.469,0.0,D
03032,0.034,0.0,0.221,0.326,0.0,10.79,2022-08-31,11.029,0.0,D
03032,0.038,0.0,0.235,0.377,0.0,10.43,2023-02-28,9.758,0.0,D
6399,0.083,0.06,0.378,0.178,0.726,2303.69,2022-07-31,10.829,0.067,C
6399,0.063,0.053,0.287,0.175,0.827,2320.09,2022-10-31,10.638,0.078,D
6399,0.05,0.03,0.228,0.11,0.604,2350.02,2023-01-31,12.38,0.049,C
6399,0.034,0.02,0.156,0.095,0.596,2373.32,2023-04-30,20.716,0.029,C
0072,-0.026,0.0,-0.436,-2.113,-0.0,-178.36,2022-09-30,-0.381,0.0,D
0072,-0.023,0.0,-0.425,-1.986,-0.0,-95.36,2022-12-31,-0.66,0.0,D
0072,-0.014,0.0,-0.275,-1.254,-0.0,-18.2,2023-03-31,-0.725,0.0,D
0072,-0.013,0.0,-0.277,-1.335,-0.0,-13.87,2023-06-30,-0.761,0.0,D
8176,-0.035,0.0,-0.058,-0.019,-0.0,628.86,2022-09-30,-8.465,0.0,D
8176,-0.163,0.0,-0.284,-0.152,-0.0,569.81,2022-12-31,-1.384,0.0,D
8176,-0.212,0.0,-0.407,-0.271,-0.0,493.61,2023-03-31,-1.323,0.0,D
8176,-0.214,0.0,-0.46,-0.417,-0.0,407.47,2023-06-30,-1.19,0.0,D
7048,0.048,0.0,0.031,0.076,0.0,27.42,2022-08-31,60.983,0.0,D
7048,0.067,0.0,0.043,0.091,0.0,52.81,2022-11-30,44.762,0.0,D
7048,0.086,0.0,0.054,0.111,0.0,80.68,2023-02-28,33.488,0.0,D
7048,0.088,0.0,0.055,0.11,0.0,88.18,2023-05-31,32.986,0.0,D
5130,0.074,0.0,0.057,0.417,0.0,61.63,2022-09-30,18.467,0.0,D
5130,0.093,0.0,0.072,0.595,0.0,66.35,2022-12-31,14.694,0.0,D
5130,0.087,0.019,0.066,0.586,0.221,66.81,2023-03-31,16.027,0.014,D
5130,0.082,0.036,0.062,0.581,0.441,69.39,2023-06-30,17.024,0.026,C
7099,0.015,0.0,0.01,0.097,0.0,-7.38,2022-09-30,20.572,0.0,D
7099,0.01,0.0,0.007,0.081,0.0,5.06,2022-12-31,30.811,0.0,D
7099,0.004,0.0,0.003,0.059,0.0,14.35,2023-03-31,83.721,0.0,D
7099,0.048,0.0,0.04,0.135,0.0,47.09,2023-06-30,5.289,0.0,D
5302,0.082,0.02,0.14,0.076,0.243,-24.86,2022-10-31,20.162,0.012,D
5302,0.104,0.042,0.171,0.092,0.404,-1.23,2023-01-31,24.911,0.016,D
5302,0.11,0.041,0.164,0.099,0.373,57.14,2023-04-30,24.154,0.015,D
03037,0.025,0.0,0.309,0.096,0.0,-2.17,2022-09-30,8.892,0.0,D
03037,0.026,0.0,0.306,0.076,0.0,13.58,2023-03-31,8.332,0.0,D
8885,0.001,0.0,0.003,0.076,0.0,-4.8,2022-09-30,164.51,0.0,D
8885,0.001,0.0,0.004,0.083,0.0,-1.66,2022-12-31,105.422,0.0,D
8885,-0.004,0.0,-0.023,0.013,-0.0,6.46,2023-03-31,-14.285,0.0,D
8885,-0.005,0.0,-0.028,-0.005,-0.0,7.02,2023-06-30,-11.908,0.0,D
5204,0.006,0.0,0.026,0.068,0.0,-30.72,2022-09-30,72.063,0.0,D
5204,-0.005,0.0,-0.023,-0.046,-0.0,-20.97,2022-12-31,-71.187,0.0,D
5204,-0.008,0.0,-0.035,-0.088,-0.0,-3.93,2023-03-31,-47.908,0.0,D
5204,-0.008,0.0,-0.035,-0.133,-0.0,9.34,2023-06-30,-50.98,0.0,D
7579,0.073,0.02,0.104,0.12,0.272,112.97,2022-09-30,5.738,0.047,C
7579,0.063,0.015,0.088,0.101,0.236,78.97,2022-12-31,7.32,0.032,C
7579,0.055,0.015,0.076,0.09,0.27,31.59,2023-03-31,9.296,0.029,C
7579,0.007,0.0,0.009,0.028,0.0,-27.81,2023-06-30,69.446,0.0,D
6888,-0.009,0.105,-0.005,0.144,-11.24,70.49,2022-09-30,-280.441,0.04,D
6888,1.063,0.09,0.527,-0.091,0.085,-3060.99,2022-12-31,2.908,0.029,D
6888,1.075,0.09,0.487,-0.107,0.084,-3974.94,2023-03-31,2.799,0.03,D
6888,1.024,0.04,0.424,-0.17,0.039,-4439.31,2023-06-30,2.588,0.015,D
5106,0.141,0.096,0.091,1.025,0.682,484.28,2022-09-30,13.434,0.051,C
5106,0.116,0.098,0.075,0.859,0.841,521.53,2022-12-31,15.415,0.055,D
5106,0.109,0.094,0.069,0.828,0.864,531.32,2023-03-31,17.321,0.05,D
5106,0.1,0.089,0.064,0.805,0.889,544.27,2023-06-30,18.337,0.048,D
7120,-0.003,0.0,-0.013,-0.02,-0.0,-55.01,2022-09-30,-40.394,0.0,D
