stock_code,rEPS,rDPS,rROE,rOM,rPR,rFCF,rDate,rPE,rDY,rClass
0133,-0.021,0.0,-0.115,-1.109,-0.0,-15.74,2023-06-30,-0.942,0.0,D
5218,-0.46,0.0,-4.036,-1.797,-0.0,154.47,2022-07-31,-0.087,0.0,D
5218,-0.417,0.0,-35.46,-1.74,-0.0,-200.49,2022-10-31,-0.084,0.0,D
5218,-0.198,0.0,5.71,-0.522,-0.0,-679.53,2023-01-31,-0.253,0.0,D
5218,-0.194,0.0,2.18,-0.503,-0.0,-560.26,2023-04-30,-0.18,0.0,D
7811,0.106,0.0,0.076,0.045,0.0,19.13,2022-10-31,7.184,0.0,D
7811,0.124,0.0,0.087,0.061,0.0,41.34,2023-01-31,6.206,0.0,D
7811,0.125,0.0,0.086,0.059,0.0,34.51,2023-04-30,6.653,0.0,D
7811,0.114,0.0,0.078,0.055,0.0,18.51,2023-07-31,7.418,0.0,D
4596,-1.987,0.0,-1.852,-4.532,-0.0,-46.74,2022-07-31,-0.126,0.0,D
4596,-0.882,0.0,-1.035,-1.287,-0.0,0.75,2022-10-31,-0.272,0.0,D
4596,0.57,0.0,0.573,2.362,0.0,48.87,2023-01-31,0.657,0.0,B
4596,0.657,0.0,0.567,2.336,0.0,28.6,2023-04-30,0.693,0.0,B
5170,-0.273,0.0,-1.019,-0.051,-0.0,-172.77,2022-05-31,-0.567,0.0,D
5170,-0.246,0.0,-1.179,-0.029,-0.0,-87.76,2022-08-31,-0.467,0.0,D
5170,-0.245,0.0,-1.663,-0.032,-0.0,-32.42,2022-11-30,-0.225,0.0,D
5170,-0.283,0.0,-3.765,-0.062,-0.0,19.38,2023-02-28,-0.407,0.0,D
9237,-0.072,0.0,-0.371,-0.379,-0.0,-105.2,2022-09-30,-1.881,0.0,D
9237,-0.074,0.0,-0.422,-0.396,-0.0,-87.59,2022-12-31,-1.951,0.0,D
9237,-0.073,0.0,-0.458,-0.394,-0.0,-64.18,2023-03-31,-1.647,0.0,D
9237,-0.041,0.0,-0.273,-0.154,-0.0,-33.16,2023-06-30,-11.487,0.0,D
5126,0.731,0.08,0.208,0.158,0.11,1680.36,2022-09-30,2.997,0.037,A
5126,0.544,0.04,0.15,0.127,0.074,1988.17,2022-12-31,4.783,0.016,D
5126,0.369,0.04,0.1,0.092,0.108,1774.07,2023-03-31,6.47,0.017,D
5126,0.25,0.0,0.067,0.065,0.0,1502.9,2023-06-30,9.802,0.0,D
5135,0.445,0.201,0.176,0.209,0.451,319.43,2022-09-30,4.362,0.103,C
5135,0.347,0.151,0.135,0.195,0.434,275.52,2022-12-31,6.088,0.071,C
5135,0.234,0.151,0.091,0.152,0.642,258.3,2023-03-31,9.254,0.069,C
5135,0.186,0.151,0.072,0.138,0.808,196.62,2023-06-30,10.897,0.074,D
5252,0.002,0.0,0.006,0.043,0.0,7.15,2022-08-31,53.058,0.0,D
5252,0.01,0.0,0.032,0.095,0.0,2.1,2022-11-30,10.565,0.0,D
5252,0.016,0.0,0.048,0.124,0.0,1.46,2023-02-28,8.719,0.0,D
5252,0.022,0.0,0.064,0.151,0.0,2.72,2023-05-31,8.165,0.0,D
5157,-0.005,0.0,-0.032,-0.043,-0.0,-116.2,2022-07-31,-9.415,0.0,D
5157,-0.004,0.0,-0.025,-0.036,-0.0,-102.78,2022-10-31,-9.721,0.0,D
5157,-0.004,0.0,-0.03,-0.042,-0.0,-82.33,2023-01-31,-10.842,0.0,D
5157,-0.004,0.0,-0.027,-0.038,-0.0,-37.6,2023-04-30,-11.046,0.0,D
5207,0.068,0.0,0.042,0.308,0.0,31.95,2022-09-30,5.191,0.0,D
5207,0.038,0.0,0.023,0.26,0.0,27.0,2022-12-31,9.671,0.0,D
5207,-0.001,0.0,-0.001,0.112,-0.0,13.39,2023-03-31,-272.817,0.0,D
5207,0.0,0.0,0.0,0.127,0.0,2.46,2023-06-30,2451.665,0.0,D
0109,-0.004,0.0,-0.108,-0.684,-0.0,-13.01,2022-07-31,-16.871,0.0,D
0109,-0.002,0.0,-0.072,-0.553,-0.0,-14.87,2022-10-31,-21.396,0.0,D
0109,-0.005,0.0,-0.169,-0.766,-0.0,-16.27,2023-01-31,-9.275,0.0,D
0109,-0.005,0.0,-0.161,-1.955,-0.0,-12.67,2023-04-30,-8.836,0.0,D
7239,-0.086,0.0,-0.258,-0.344,-0.0,-80.23,2022-09-30,-6.13,0.0,D
7239,-0.066,0.0,-0.198,-0.258,-0.0,-60.34,2022-12-31,-7.591,0.0,D
7239,-0.058,0.0,-0.18,-0.272,-0.0,-36.42,2023-03-31,-8.038,0.0,D
7239,-0.05,0.0,-0.161,-0.231,-0.0,-8.23,2023-06-30,-8.773,0.0,D
0158,0.029,0.0,0.089,0.088,0.0,-2.28,2022-09-30,11.45,0.0,D
0158,0.018,0.0,0.055,0.069,0.0,-9.43,2022-12-31,19.928,0.0,D
0158,0.012,0.0,0.036,0.052,0.0,-9.21,2023-03-31,30.43,0.0,D
0158,0.01,0.0,0.031,0.051,0.0,-6.92,2023-06-30,31.369,0.0,D
7247,0.143,0.031,0.135,0.13,0.217,57.47,2022-07-31,16.157,0.013,D
7247,1.635,0.014,1.586,1.375,0.009,35.47,2022-10-31,0.477,0.018,B
7247,1.67,0.014,1.81,2.009,0.008,10.4,2023-01-31,0.425,0.02,B
7247,3.351,0.0,4.198,7.061,0.0,8.89,2023-04-30,0.155,0.0,B
0099,0.092,0.075,0.288,0.163,0.816,99.65,2022-09-30,11.21,0.073,D
0099,0.094,0.075,0.293,0.17,0.796,109.51,2022-12-31,11.456,0.069,D
0099,0.095,0.08,0.289,0.173,0.846,118.24,2023-03-31,11.425,0.074,D
0099,0.091,0.06,0.276,0.167,0.66,113.45,2023-06-30,12.75,0.052,C
4731,0.264,0.05,0.136,0.141,0.189,1235.06,2022-07-31,12.979,0.015,D
4731,0.267,0.05,0.134,0.14,0.187,1178.79,2022-10-31,12.208,0.015,D
4731,0.275,0.05,0.135,0.144,0.182,1151.86,2023-01-31,12.829,0.014,D
4731,0.289,0.05,0.139,0.15,0.173,1251.06,2023-04-30,11.8,0.015,D
8125,0.13,0.025,0.139,0.058,0.19,-135.51,2022-07-31,16.292,0.012,D
8125,0.135,0.024,0.137,0.066,0.179,-116.62,2022-10-31,15.676,0.011,D
8125,0.137,0.024,0.133,0.071,0.173,-64.08,2023-01-31,17.707,0.01,D
8125,0.134,0.023,0.124,0.076,0.173,-29.9,2023-04-30,17.252,0.01,D
7045,0.001,0.0,-0.016,-0.727,0.0,-119.06,2022-09-30,60.428,0.0,D
7045,0.015,0.0,-0.67,0.0,0.0,-161.46,2022-12-31,3.602,0.0,D
7045,0.012,0.0,-16.58,0.0,0.0,-149.15,2023-03-31,3.019,0.0,D
7045,-0.186,0.0,-8.337,0.0,-0.0,-223.37,2023-06-30,-0.161,0.0,D
0028,0.008,0.0,0.05,0.065,0.0,-37.29,2022-09-30,18.102,0.0,D
0028,0.008,0.0,0.046,0.063,0.0,-36.51,2022-12-31,23.662,0.0,D
0028,0.006,0.0,0.038,0.051,0.0,-41.62,2023-03-31,24.003,0.0,D
0028,0.001,0.0,0.004,0.01,0.0,-38.84,2023-06-30,180.695,0.0,D
0212,0.058,0.0,0.282,0.13,0.0,69.89,2022-09-30,9.886,0.0,D
0212,0.063,0.0,0.288,0.131,0.0,82.77,2022-12-31,11.708,0.0,D
0212,0.06,0.0,0.258,0.119,0.0,90.65,2023-03-31,12.995,0.0,D
0212,0.061,0.0,0.248,0.117,0.0,87.76,2023-06-30,9.272,0.0,D
7073,0.013,0.0,0.011,0.133,0.0,-57.56,2022-09-30,13.165,0.0,D
7073,0.013,0.0,0.011,0.167,0.0,-30.01,2022-12-31,12.223,0.0,D
7073,0.012,0.0,0.011,0.167,0.0,-6.13,2023-03-31,15.775,0.0,D
7073,0.012,0.0,0.011,0.136,0.0,3.69,2023-06-30,14.747,0.0,D
4286,0.02,0.0,0.018,0.507,0.0,-22.79,2022-09-30,10.148,0.0,D
4286,0.005,0.0,0.005,0.381,0.0,7.03,2022-12-31,46.856,0.0,D
4286,-0.001,0.0,-0.001,0.327,-0.0,39.56,2023-03-31,-348.249,0.0,D
4286,0.039,0.0,0.037,0.408,0.0,113.23,2023-06-30,11.702,0.0,D
5145,-0.105,0.0,-0.234,-1.038,-0.0,-5.31,2022-09-30,-0.664,0.0,D
5145,-0.04,0.0,-0.091,-0.279,-0.0,-12.39,2022-12-31,-2.479,0.0,D
5145,-0.038,0.0,-0.086,-0.212,-0.0,-6.12,2023-03-31,-2.913,0.0,D
5145,-0.022,0.0,-0.052,-0.073,-0.0,4.11,2023-06-30,-3.778,0.0,D
0203,-0.003,0.0,-0.044,-0.034,-0.0,-0.22,2022-09-30,-23.757,0.0,D
0203,-0.003,0.0,-0.042,-0.03,-0.0,6.44,2022-12-31,-33.518,0.0,D
0203,-0.005,0.0,-0.068,-0.059,-0.0,2.75,2023-03-31,-23.94,0.0,D
0203,0.001,0.0,0.008,0.049,0.0,4.96,2023-06-30,203.573,0.0,D
0178,0.004,0.0,0.041,0.123,0.0,-2.47,2022-09-30,68.986,0.0,D
0178,0.002,0.0,0.021,0.07,0.0,-2.47,2022-12-31,119.515,0.0,D
0178,0.005,0.0,0.051,0.089,0.0,-3.73,2023-03-31,37.473,0.0,D
0178,0.008,0.0,0.076,0.096,0.0,-1.45,2023-06-30,24.895,0.0,D
7053,0.007,0.0,0.006,0.016,0.0,-26.82,2022-09-30,150.856,0.0,D
7053,0.001,0.0,0.001,0.012,0.0,-14.14,2022-12-31,835.945,0.0,D
7053,-0.033,0.0,-0.029,-0.052,-0.0,-1.5,2023-03-31,-30.7,0.0,D
7053,-0.042,0.0,-0.038,-0.063,-0.0,0.6,2023-06-30,-24.677,0.0,D
03009,0.004,0.0,0.468,0.085,0.0,4.85,2021-12-31,25.763,0.0,D
03009,0.007,0.0,0.683,0.117,0.0,4.85,2022-06-30,14.638,0.0,D
03009,0.006,0.0,0.502,0.115,0.0,2.69,2022-12-31,17.407,0.0,D
03009,0.003,0.0,0.257,0.068,0.0,0.72,2023-06-30,31.806,0.0,D
9792,0.035,0.04,0.303,0.244,1.135,200.44,2022-09-30,17.734,0.064,D
9792,0.033,0.02,0.299,0.241,0.609,160.89,2022-12-31,19.67,0.031,C
9792,0.029,0.033,0.27,0.228,1.118,145.83,2023-03-31,23.559,0.047,D
9792,0.022,0.033,0.198,0.187,1.519,125.71,2023-06-30,30.625,0.05,D
2224,0.019,0.0,0.009,0.0,0.0,90.2,2022-09-30,22.962,0.0,D
2224,0.019,0.0,0.01,0.123,0.0,-48.38,2022-12-31,23.056,0.0,D
2224,0.015,0.0,0.007,0.261,0.0,-144.6,2023-03-31,30.0,0.0,D
2224,0.032,0.0,0.012,0.235,0.0,-132.36,2023-06-30,13.419,0.0,D
5308,0.069,0.02,0.252,0.047,0.291,-76.26,2022-12-31,10.187,0.029,C
5308,0.051,0.02,0.166,0.038,0.394,-86.42,2023-03-31,14.678,0.027,C
5308,0.044,0.02,0.13,0.034,0.459,-70.46,2023-06-30,16.526,0.028,C
5305,0.047,0.005,0.164,0.063,0.106,-164.1,2022-09-30,14.203,0.007,D
5305,0.04,0.012,0.12,0.058,0.297,-276.76,2022-12-31,14.993,0.02,D
5305,0.039,0.012,0.112,0.057,0.311,-255.29,2023-03-31,11.409,0.027,C
5305,0.032,0.007,0.092,0.051,0.217,-212.01,2023-06-30,11.34,0.019,D
9431,-0.025,0.0,-0.101,-0.101,-0.0,-12.27,2022-09-30,-23.496,0.0,D
9431,0.038,0.0,0.148,0.21,0.0,-7.11,2022-12-31,15.291,0.0,D
9431,0.075,0.0,0.279,0.394,0.0,-11.08,2023-03-31,6.995,0.0,D
9431,0.079,0.0,0.278,0.384,0.0,-27.47,2023-06-30,6.879,0.0,D
5213,-0.25,0.0,-0.8,-0.94,-0.0,90.86,2022-09-30,-0.56,0.0,D
5213,-0.237,0.0,-0.881,-1.516,-0.0,82.67,2022-12-31,-0.38,0.0,D
5213,-0.085,0.0,-0.346,-2.097,-0.0,73.67,2023-03-31,-0.766,0.0,D
5213,-0.071,0.0,-0.317,-1.147,-0.0,98.78,2023-06-30,-0.848,0.0,D
5279,-0.312,0.0,-0.541,-1.281,-0.0,-322.99,2022-09-30,-0.08,0.0,D
5279,-0.258,0.0,-0.503,-1.18,-0.0,-379.65,2022-12-31,-0.039,0.0,D
5279,-0.403,0.0,-0.973,-2.762,-0.0,-458.79,2023-03-31,-0.05,0.0,D
5279,-0.42,0.0,-0.958,-3.262,-0.0,-618.1,2023-06-30,-0.048,0.0,D
5163,0.071,0.0,0.195,0.031,0.0,-32.88,2022-09-30,15.879,0.0,D
5163,0.064,0.0,0.168,0.027,0.0,-27.72,2022-12-31,17.602,0.0,D
5163,0.068,0.0,0.172,0.028,0.0,-16.86,2023-03-31,13.992,0.0,D
5163,0.058,0.0,0.142,0.026,0.0,-45.56,2023-06-30,15.436,0.0,D
7180,0.012,0.0,0.049,0.052,0.0,-70.99,2022-09-30,66.156,0.0,D
7180,-0.0,0.0,-0.002,0.024,-0.0,-69.22,2022-12-31,-1750.535,0.0,D
7180,-0.002,0.0,-0.01,0.017,-0.0,-77.29,2023-03-31,-281.311,0.0,D
7180,0.001,0.0,0.006,0.02,0.0,-95.37,2023-06-30,447.696,0.0,D
0055,-0.007,0.0,-0.127,-0.21,-0.0,-49.71,2022-09-30,-12.125,0.0,D
0055,-0.029,0.0,-0.505,-0.817,-0.0,-65.4,2022-12-31,-8.063,0.0,D
0055,-0.028,0.0,-0.512,-0.931,-0.0,-58.34,2023-03-31,-5.962,0.0,D
0055,-0.036,0.0,-0.729,-1.296,-0.0,-47.61,2023-06-30,-3.235,0.0,D
0251,0.014,0.0,0.204,0.375,0.0,-4.61,2023-03-31,61.563,0.0,D
0251,0.016,0.0,0.22,0.359,0.0,-19.15,2023-06-30,61.711,0.0,D
5517,-0.088,0.0,-0.048,-0.062,-0.0,-62.78,2022-09-30,-38.693,0.0,D
5517,-0.093,0.0,-0.051,-0.078,-0.0,31.78,2022-12-31,-37.288,0.0,D
5517,-0.044,0.0,-0.025,0.0,-0.0,52.55,2023-03-31,-65.436,0.0,D
5517,-0.034,0.0,-0.019,0.027,-0.0,77.89,2023-06-30,-69.037,0.0,D
7412,0.093,0.0,0.128,0.105,0.0,7.23,2022-09-30,7.334,0.0,D
7412,0.08,0.0,0.107,0.099,0.0,18.4,2022-12-31,8.25,0.0,D
7412,0.065,0.0,0.086,0.088,0.0,32.12,2023-03-31,13.17,0.0,D
7412,0.037,0.0,0.048,0.067,0.0,42.92,2023-06-30,23.118,0.0,D
5173,0.156,0.012,0.176,0.206,0.08,469.31,2022-09-30,4.318,0.018,D
5173,0.177,0.013,0.19,0.227,0.071,519.66,2022-12-31,4.211,0.017,D
5173,0.19,0.013,0.195,0.238,0.066,543.1,2023-03-31,2.837,0.023,D
5173,0.162,0.0,0.159,0.208,0.0,546.58,2023-06-30,3.732,0.0,D
6017,0.203,0.09,0.057,0.34,0.443,136.73,2022-09-30,9.506,0.047,C
6017,0.213,0.09,0.06,0.321,0.422,179.05,2022-12-31,8.637,0.049,C
6017,0.225,0.12,0.062,0.338,0.534,206.46,2023-03-31,7.786,0.069,C
6017,0.225,0.12,0.062,0.328,0.534,189.39,2023-06-30,8.449,0.063,C
0241,-0.044,0.0,-0.358,-0.156,-0.0,-95.62,2023-03-31,-2.705,0.0,D
0241,-0.049,0.0,-0.439,-0.14,-0.0,-89.71,2023-06-30,-2.758,0.0,D
7246,0.048,0.0,0.124,0.126,0.0,-162.53,2022-09-30,18.074,0.0,D
7246,0.05,0.0,0.125,0.118,0.0,-223.2,2022-12-31,23.569,0.0,D
7246,0.047,0.0,0.113,0.102,0.0,-220.31,2023-03-31,27.3,0.0,D
7246,0.054,0.0,0.12,0.105,0.0,-134.75,2023-06-30,24.462,0.0,D
0129,-0.014,0.0,-0.224,-0.243,-0.0,-15.87,2022-09-30,-6.174,0.0,D
0129,-0.023,0.0,-0.41,-0.46,-0.0,-14.28,2022-12-31,-5.87,0.0,D
0129,-0.023,0.0,-0.457,-0.405,-0.0,-11.24,2023-03-31,-9.385,0.0,D
0129,-0.019,0.0,-0.404,-0.32,-0.0,-1.44,2023-06-30,-33.186,0.0,D
4197,0.158,0.115,0.068,0.039,0.729,861.0,2022-09-30,13.569,0.054,C
4197,0.164,0.105,0.07,0.037,0.64,-114.0,2022-12-31,14.013,0.046,C
4197,0.164,0.105,0.07,0.036,0.642,-981.0,2023-03-31,13.149,0.049,C
4197,0.214,0.03,0.091,0.042,0.14,-1041.0,2023-06-30,9.581,0.015,D
5285,0.364,0.224,0.14,0.182,0.615,3849.84,2022-09-30,11.233,0.055,C
5285,0.378,0.16,0.143,0.169,0.425,3814.85,2022-12-31,12.312,0.034,C
5285,0.284,0.16,0.106,0.137,0.565,3882.85,2023-03-31,15.043,0.038,C
5285,0.221,0.093,0.081,0.116,0.42,3300.85,2023-06-30,18.746,0.022,C
5288,0.042,0.01,0.031,0.172,0.238,1638.38,2022-09-30,10.732,0.022,C
5288,0.046,0.01,0.034,0.178,0.215,2155.46,2022-12-31,9.681,0.022,C
5288,0.048,0.01,0.034,0.179,0.209,2085.01,2023-03-31,10.151,0.021,C
5288,0.043,0.0,0.03,0.176,0.0,1789.84,2023-06-30,10.867,0.0,D
4316,0.062,0.0,0.065,0.23,0.0,21.07,2022-09-30,5.038,0.0,D
4316,0.051,0.0,0.056,0.184,0.0,13.64,2022-12-31,6.261,0.0,D
4316,0.037,0.0,0.041,0.116,0.0,8.14,2023-03-31,8.279,0.0,D
4316,0.018,0.0,0.02,0.011,0.0,-4.75,2023-06-30,15.995,0.0,D
5172,-0.006,0.0,-0.103,-0.032,-0.0,-10.38,2022-09-30,-9.838,0.0,D
5172,-0.009,0.0,-0.177,-0.098,-0.0,13.12,2022-12-31,-8.268,0.0,D
5172,-0.011,0.0,-0.236,-0.137,-0.0,25.22,2023-03-31,-5.73,0.0,D
5172,-0.011,0.0,-0.237,-0.129,-0.0,35.01,2023-06-30,-5.608,0.0,D
9776,-0.023,0.0,-0.078,0.033,-0.0,-22.99,2022-09-30,-4.872,0.0,D
9776,-0.035,0.0,-0.129,-0.076,-0.0,-17.19,2022-12-31,-3.111,0.0,D
9776,-0.041,0.0,-0.158,-0.141,-0.0,-11.0,2023-03-31,-2.439,0.0,D
9776,-0.029,0.0,-0.114,-0.119,-0.0,1.15,2023-06-30,-3.653,0.0,D
7115,0.084,0.0,0.115,0.191,0.0,-8.72,2022-09-30,4.121,0.0,D
7115,0.106,0.0,0.139,0.203,0.0,-6.34,2022-12-31,3.576,0.0,D
7115,0.108,0.0,0.135,0.196,0.0,0.8,2023-03-31,3.442,0.0,D
7115,0.114,0.0,0.137,0.18,0.0,-16.47,2023-06-30,3.082,0.0,D
7155,0.118,0.055,0.222,0.093,0.47,21.82,2022-09-30,14.059,0.033,C
7155,0.115,0.055,0.21,0.087,0.484,-64.99,2022-12-31,14.04,0.034,C
7155,0.09,0.045,0.162,0.07,0.5,44.14,2023-03-31,13.898,0.036,C
7155,0.08,0.045,0.142,0.065,0.563,67.69,2023-06-30,13.63,0.041,C
03008,0.027,0.0,0.25,0.079,0.0,5.54,2021-12-31,15.829,0.0,D
03008,0.039,0.0,0.33,0.106,0.0,7.11,2022-06-30,10.476,0.0,D
03008,0.042,0.0,0.342,0.115,0.0,8.72,2022-12-31,9.56,0.0,D
03008,0.057,0.0,0.433,0.142,0.0,9.59,2023-06-30,12.116,0.0,D
7248,0.07,0.055,0.116,0.142,0.783,34.86,2022-09-30,12.251,0.064,D
7248,0.065,0.055,0.106,0.131,0.846,31.49,2022-12-31,15.247,0.056,D
7248,0.06,0.045,0.098,0.122,0.746,29.03,2023-03-31,15.433,0.048,C
7248,0.043,0.03,0.07,0.097,0.692,30.73,2023-06-30,20.2,0.034,C
03023,-0.001,0.0,-0.008,0.026,-0.0,6.13,2021-12-31,-187.807,0.0,D
03023,0.003,0.0,0.022,0.054,0.0,0.3,2022-06-30,62.602,0.0,D
03023,-0.001,0.0,-0.007,0.026,-0.0,-2.74,2022-12-31,-190.315,0.0,D
03023,0.004,0.0,0.03,0.052,0.0,0.86,2023-06-30,46.647,0.0,D
7132,0.463,0.0,0.323,0.156,0.0,-8.83,2022-09-30,1.338,0.0,D
7132,0.438,0.0,0.284,0.148,0.0,-5.86,2022-12-31,1.816,0.0,D
7132,0.429,0.0,0.259,0.138,0.0,-3.87,2023-03-31,1.677,0.0,D
7132,0.411,0.0,0.232,0.132,0.0,-10.34,2023-06-30,2.056,0.0,D
0117,0.016,0.0,0.061,0.17,0.0,67.23,2022-06-30,7.294,0.0,D
0117,0.021,0.0,0.079,0.179,0.0,50.61,2022-09-30,5.541,0.0,D
0117,0.025,0.0,0.096,0.226,0.0,-1.5,2022-12-31,5.698,0.0,D
0117,0.119,0.0,0.407,0.446,0.0,-186.54,2023-03-31,4.209,0.0,D
0169,-0.016,0.0,-0.192,-1.646,-0.0,-115.55,2022-06-30,-4.118,0.0,D
0169,-0.014,0.0,-0.186,-1.801,-0.0,-111.89,2022-09-30,-3.115,0.0,D
0169,-0.012,0.0,-0.16,-1.767,-0.0,-103.19,2022-12-31,-4.252,0.0,D
0169,-0.009,0.0,-0.126,-0.651,-0.0,-120.98,2023-03-31,-3.962,0.0,D
0259,0.028,0.005,0.238,0.045,0.177,-38.61,2023-04-30,9.412,0.019,D
0215,0.023,0.0,0.086,0.09,0.0,-112.86,2022-09-30,32.222,0.0,D
0215,0.027,0.0,0.101,0.089,0.0,-102.86,2022-12-31,31.343,0.0,D
0215,0.029,0.0,0.106,0.087,0.0,-112.26,2023-03-31,28.876,0.0,D
0215,0.033,0.0,0.115,0.079,0.0,-170.58,2023-06-30,35.389,0.0,D
5242,0.019,0.0,0.054,0.038,0.0,-22.34,2022-07-31,9.589,0.0,D
5242,0.019,0.0,0.053,0.038,0.0,-20.56,2022-10-31,9.898,0.0,D
5242,0.016,0.0,0.043,0.034,0.0,-33.38,2023-01-31,12.108,0.0,D
5242,0.019,0.0,0.05,0.036,0.0,-30.82,2023-04-30,9.916,0.0,D
0093,0.054,0.0,0.216,0.127,0.0,-52.86,2022-09-30,2.606,0.0,D
0093,-0.09,0.0,-0.407,-1.162,-0.0,-74.8,2022-12-31,-3.375,0.0,D
0093,-0.088,0.0,-0.438,-0.662,-0.0,-65.86,2023-03-31,-2.336,0.0,D
0093,-0.083,0.0,-0.462,-0.432,-0.0,-57.38,2023-06-30,-2.591,0.0,D
4375,-0.02,0.0,-0.029,-0.051,-0.0,9.33,2022-09-30,-10.727,0.0,D
4375,-0.024,0.0,-0.036,-0.067,-0.0,8.15,2022-12-31,-25.46,0.0,D
4375,-0.023,0.0,-0.035,-0.067,-0.0,10.45,2023-03-31,-22.144,0.0,D
4375,-0.034,0.0,-0.051,-0.13,-0.0,12.84,2023-06-30,-21.62,0.0,D
5134,0.583,0.05,0.109,0.11,0.086,109.89,2022-09-30,6.142,0.014,D
5134,0.507,0.05,0.093,0.108,0.099,185.4,2022-12-31,7.196,0.014,D
5134,0.243,0.05,0.044,0.069,0.206,205.45,2023-03-31,14.808,0.014,D
5134,0.201,0.05,0.036,0.069,0.248,203.02,2023-06-30,17.135,0.015,D
0225,0.016,0.002,0.046,0.03,0.131,-209.86,2022-09-30,20.889,0.006,D
0225,0.018,0.003,0.052,0.032,0.154,-137.64,2022-12-31,15.945,0.01,D
0225,0.021,0.003,0.06,0.035,0.131,-93.85,2023-03-31,14.286,0.009,D
0225,0.024,0.003,0.065,0.037,0.119,-14.69,2023-06-30,13.177,0.009,D
0045,0.022,0.0,-0.103,0.0,0.0,-6.69,2022-09-30,6.769,0.0,D
0045,-0.009,0.0,-0.165,-0.033,-0.0,-7.4,2022-12-31,-21.386,0.0,D
0045,0.007,0.0,0.113,0.113,0.0,-6.74,2023-03-31,33.267,0.0,D
0045,0.012,0.0,0.197,0.201,0.0,-15.27,2023-06-30,16.309,0.0,D
5665,-0.321,0.0,-0.275,0.008,-0.0,-6.86,2022-09-30,-2.009,0.0,D
5665,-0.48,0.0,-0.459,-0.034,-0.0,-6.69,2022-12-31,-1.218,0.0,D
5665,-0.483,0.0,-0.522,-0.033,-0.0,-47.86,2023-03-31,-1.087,0.0,D
5665,-0.237,0.0,-0.257,-0.047,-0.0,-26.07,2023-06-30,-2.213,0.0,D
1562,0.185,0.096,0.287,0.07,0.52,347.24,2022-09-30,9.434,0.055,C
1562,0.194,0.111,0.287,0.069,0.575,479.65,2022-12-31,8.364,0.069,C
1562,0.152,0.112,0.219,0.056,0.733,305.84,2023-03-31,9.795,0.075,C
1562,0.165,0.065,0.227,0.059,0.395,185.18,2023-06-30,8.073,0.049,C
0216,0.018,0.0,0.094,0.174,0.0,-32.95,2022-09-30,10.91,0.0,D
0216,0.005,0.0,0.027,0.074,0.0,-45.61,2022-12-31,34.481,0.0,D
0216,0.003,0.0,0.017,0.056,0.0,-39.2,2023-03-31,53.133,0.0,D
0216,0.002,0.0,0.011,0.052,0.0,-29.52,2023-06-30,73.088,0.0,D
7103,0.107,0.03,0.072,0.101,0.28,-148.46,2022-09-30,12.221,0.023,C
7103,0.118,0.042,0.077,0.106,0.36,-222.16,2022-12-31,12.582,0.029,C
7103,0.119,0.042,0.077,0.104,0.355,-234.17,2023-03-31,13.353,0.027,C
7103,0.133,0.042,0.085,0.115,0.317,-162.82,2023-06-30,11.299,0.028,C
6084,-0.026,0.0,-0.029,-0.167,-0.0,-3.67,2022-09-30,-10.424,0.0,D
6084,0.01,0.01,0.011,0.044,1.048,27.37,2022-12-31,31.42,0.033,D
6084,0.008,0.01,0.009,0.036,1.309,25.91,2023-03-31,42.518,0.031,D
6084,0.006,0.01,0.007,0.031,1.604,28.5,2023-06-30,67.345,0.024,D
03049,0.071,0.0,0.83,0.149,0.0,1.15,2023-06-30,3.93,0.0,D
5006,-0.029,0.0,-0.04,-0.01,-0.0,-4.59,2022-09-30,-32.65,0.0,D
5006,-0.178,0.0,-0.256,-0.195,-0.0,16.24,2022-12-31,-5.579,0.0,D
5006,-0.444,0.0,-0.692,-0.376,-0.0,16.45,2023-03-31,-1.961,0.0,D
5006,-0.406,0.0,-0.687,-0.291,-0.0,14.11,2023-06-30,-1.921,0.0,D
0080,0.008,0.0,0.044,0.007,0.0,-86.32,2022-09-30,16.617,0.0,D
0080,0.007,0.0,0.04,0.004,0.0,-144.42,2022-12-31,17.034,0.0,D
0080,0.006,0.0,0.034,0.005,0.0,-109.74,2023-03-31,23.142,0.0,D
0080,0.005,0.0,0.032,0.005,0.0,-87.16,2023-06-30,20.321,0.0,D
6904,0.364,0.0,0.107,0.224,0.0,173.31,2022-09-30,2.143,0.0,D
6904,0.246,0.0,0.071,0.152,0.0,76.92,2022-12-31,3.943,0.0,D
6904,0.149,0.0,0.043,0.116,0.0,67.38,2023-03-31,6.051,0.0,D
6904,0.003,0.0,0.001,0.05,0.0,37.42,2023-06-30,308.352,0.0,D
7207,0.092,0.0,0.061,0.121,0.0,-51.88,2022-09-30,7.447,0.0,D
7207,0.088,0.0,0.058,0.117,0.0,-42.69,2022-12-31,7.48,0.0,D
7207,0.079,0.0,0.052,0.106,0.0,5.03,2023-03-31,8.546,0.0,D
7207,0.086,0.0,0.056,0.116,0.0,60.79,2023-06-30,7.011,0.0,D
2569,-0.301,0.0,-0.032,-0.246,-0.0,29.37,2022-06-30,-11.205,0.0,D
2569,-0.329,0.0,-0.035,-0.361,-0.0,28.07,2022-09-30,-9.871,0.0,D
2569,-0.245,0.0,-0.026,-0.144,-0.0,22.28,2022-12-31,-13.781,0.0,D
